suburb,year,type,median,total
GlenHuntly,2016,All,638250,16175500
GlenHuntly,2016,Houses,1160000,6655000
GlenHuntly,2016,Units,600000,8249000
GlenHuntly,2016,Others,635750,1271500
GlenHuntly,2017,All,542500,14398000
GlenHuntly,2017,Houses,1711000,1711000
GlenHuntly,2017,Units,525000,8637000
GlenHuntly,2017,Others,815000,4050000
GlenHuntly,2018,All,740000,4486000
GlenHuntly,2018,Houses,1900000,1900000
GlenHuntly,2018,Units,455500,911000
GlenHuntly,2018,Others,837500,1675000
SouthMelbourne,2016,All,1200000,64601000
SouthMelbourne,2016,Houses,1595000,45984500
SouthMelbourne,2016,Units,606000,15981500
SouthMelbourne,2016,Others,1317500,2635000
SouthMelbourne,2017,All,1165500,106810000
SouthMelbourne,2017,Houses,1312500,80137000
SouthMelbourne,2017,Units,680000,19826000
SouthMelbourne,2017,Others,1380000,6847000
SouthMelbourne,2018,All,1545000,29683000
SouthMelbourne,2018,Houses,1795000,25072000
SouthMelbourne,2018,Units,790000,3561000
SouthMelbourne,2018,Others,1050000,1050000
MeadowHeights,2017,All,473000,17509500
MeadowHeights,2017,Houses,511000,13207500
MeadowHeights,2017,Units,412500,3186500
MeadowHeights,2017,Others,360000,1115500
MeadowHeights,2018,All,490000,7664000
MeadowHeights,2018,Houses,510500,6794000
MeadowHeights,2018,Units,435000,870000
Tecoma,2017,All,855000,855000
Tecoma,2017,Houses,855000,855000
Sandhurst,2017,All,655000,1310000
Sandhurst,2017,Houses,655000,1310000
Sandhurst,2018,All,640000,640000
Sandhurst,2018,Houses,640000,640000
Kooyong,2016,All,1706000,4811000
Kooyong,2016,Houses,1552500,3105000
Kooyong,2016,Others,1706000,1706000
Kooyong,2017,All,820000,4570000
Kooyong,2017,Houses,3080000,3080000
Kooyong,2017,Units,745000,1490000
Kooyong,2018,All,2105000,4210000
Kooyong,2018,Houses,2900000,2900000
Kooyong,2018,Units,1310000,1310000
Broadmeadows,2017,All,568000,34330000
Broadmeadows,2017,Houses,584000,28767500
Broadmeadows,2017,Units,400000,2882500
Broadmeadows,2017,Others,448000,2680000
Broadmeadows,2018,All,562500,10042000
Broadmeadows,2018,Houses,595000,8712000
Broadmeadows,2018,Units,420000,420000
Broadmeadows,2018,Others,455000,910000
Sandringham,2017,All,1650000,95662500
Sandringham,2017,Houses,1750000,73755000
Sandringham,2017,Units,755000,9241000
Sandringham,2017,Others,1191500,12666500
Sandringham,2018,All,1600000,18187500
Sandringham,2018,Houses,1772500,13430000
Sandringham,2018,Units,720000,2290000
Sandringham,2018,Others,1233750,2467500
Parkville,2016,All,1300000,34081600
Parkville,2016,Houses,1761250,23319500
Parkville,2016,Units,734600,10762100
Parkville,2017,All,900000,35189000
Parkville,2017,Houses,2675000,24301000
Parkville,2017,Units,588000,9238000
Parkville,2017,Others,825000,1650000
Parkville,2018,All,1660000,1660000
Parkville,2018,Units,1660000,1660000
Strathmore,2016,All,1105000,72466000
Strathmore,2016,Houses,1187500,66976000
Strathmore,2016,Units,625000,1785000
Strathmore,2016,Others,795000,3705000
Strathmore,2017,All,1200000,83618500
Strathmore,2017,Houses,1280000,73467000
Strathmore,2017,Units,750000,5191500
Strathmore,2017,Others,995000,4960000
Strathmore,2018,All,1300000,25950000
Strathmore,2018,Houses,1520000,19741000
Strathmore,2018,Units,895000,2645000
Strathmore,2018,Others,898500,3564000
Burwood,2016,All,1155500,78271900
Burwood,2016,Houses,1342000,61009300
Burwood,2016,Units,614500,6803500
Burwood,2016,Others,900000,10459100
Burwood,2017,All,1322500,92555266
Burwood,2017,Houses,1468000,70950266
Burwood,2017,Units,693000,7515000
Burwood,2017,Others,965500,14090000
Burwood,2018,All,1315000,22389000
Burwood,2018,Houses,1435500,17417500
Burwood,2018,Units,629000,1258000
Burwood,2018,Others,892500,3713500
Hawthorn,2016,All,672500,129533500
Hawthorn,2016,Houses,1956000,82796500
Hawthorn,2016,Units,518500,44282000
Hawthorn,2016,Others,1227500,2455000
Hawthorn,2017,All,840000,204124500
Hawthorn,2017,Houses,1905000,144075500
Hawthorn,2017,Units,590500,53563000
Hawthorn,2017,Others,1250000,6486000
Hawthorn,2018,All,770000,50145000
Hawthorn,2018,Houses,1681000,33345500
Hawthorn,2018,Units,630000,14209500
Hawthorn,2018,Others,1295000,2590000
StKilda,2016,All,567500,107531000
StKilda,2016,Houses,1432500,48572000
StKilda,2016,Units,506250,56264000
StKilda,2016,Others,1347500,2695000
StKilda,2017,All,636000,126500800
StKilda,2017,Houses,1450000,61006000
StKilda,2017,Units,533000,63587800
StKilda,2017,Others,953500,1907000
StKilda,2018,All,560000,21101250
StKilda,2018,Houses,1310000,9362000
StKilda,2018,Units,540000,11739250
HamptonEast,2016,All,1167500,32670500
HamptonEast,2016,Houses,1200000,15275000
HamptonEast,2016,Units,725000,3438000
HamptonEast,2016,Others,1192500,13957500
HamptonEast,2017,All,1132500,56639500
HamptonEast,2017,Houses,1330500,31535000
HamptonEast,2017,Units,518750,8925500
HamptonEast,2017,Others,1092500,16179000
HamptonEast,2018,All,1180000,6058000
HamptonEast,2018,Houses,1330000,3870000
HamptonEast,2018,Others,1094000,2188000
Ormond,2016,All,1197000,67099000
Ormond,2016,Houses,1525000,48664000
Ormond,2016,Units,462500,12445000
Ormond,2016,Others,1200000,5990000
Ormond,2017,All,1076250,61561000
Ormond,2017,Houses,1525000,41641500
Ormond,2017,Units,440000,11602000
Ormond,2017,Others,1092500,8317500
Ormond,2018,All,936000,12929000
Ormond,2018,Houses,1650000,8666000
Ormond,2018,Units,662500,2415000
Ormond,2018,Others,924000,1848000
NorthMelbourne,2016,All,630000,38739689
NorthMelbourne,2016,Houses,1266000,16906000
NorthMelbourne,2016,Units,540000,16008689
NorthMelbourne,2016,Others,944000,5825000
NorthMelbourne,2017,All,794500,55590000
NorthMelbourne,2017,Houses,1372500,28719000
NorthMelbourne,2017,Units,565000,16949000
NorthMelbourne,2017,Others,888500,9922000
NorthMelbourne,2018,All,845000,11268500
NorthMelbourne,2018,Houses,1285000,3955000
NorthMelbourne,2018,Units,620000,5623500
NorthMelbourne,2018,Others,845000,1690000
CoburgNorth,2016,All,780000,35718000
CoburgNorth,2016,Houses,792000,32631500
CoburgNorth,2016,Others,522750,3086500
CoburgNorth,2017,All,800500,48748500
CoburgNorth,2017,Houses,830000,40779500
CoburgNorth,2017,Units,526250,2034500
CoburgNorth,2017,Others,650000,5934500
CoburgNorth,2018,All,850000,13601000
CoburgNorth,2018,Houses,867500,12751000
CoburgNorth,2018,Others,850000,850000
Gardenvale,2016,All,517500,3628000
Gardenvale,2016,Houses,2200000,2200000
Gardenvale,2016,Units,440000,1428000
Gardenvale,2017,All,692000,6589000
Gardenvale,2017,Houses,1850000,4980000
Gardenvale,2017,Units,318500,1609000
Gardenvale,2018,All,883000,883000
Gardenvale,2018,Houses,883000,883000
BrightonEast,2016,All,1550000,183967500
BrightonEast,2016,Houses,1715000,151546500
BrightonEast,2016,Units,755000,9503000
BrightonEast,2016,Others,1265000,22918000
BrightonEast,2017,All,1650000,194366800
BrightonEast,2017,Houses,1775500,147854800
BrightonEast,2017,Units,817500,10038500
BrightonEast,2017,Others,1326250,36473500
BrightonEast,2018,All,1845000,60145000
BrightonEast,2018,Houses,1905000,51330000
BrightonEast,2018,Units,1000000,1000000
BrightonEast,2018,Others,1272500,7815000
Elwood,2016,All,684500,72360999
Elwood,2016,Houses,1726500,35421500
Elwood,2016,Units,599999,32334499
Elwood,2016,Others,1145000,4605000
Elwood,2017,All,725500,107467750
Elwood,2017,Houses,1810000,53010000
Elwood,2017,Units,645000,46977750
Elwood,2017,Others,1212500,7480000
Elwood,2018,All,723000,19548000
Elwood,2018,Houses,2450000,7410000
Elwood,2018,Units,637500,9760000
Elwood,2018,Others,1189000,2378000
Montmorency,2017,All,841000,37385100
Montmorency,2017,Houses,905000,29760600
Montmorency,2017,Units,620000,2996500
Montmorency,2017,Others,757500,4628000
Montmorency,2018,All,896000,12680000
Montmorency,2018,Houses,916500,11430000
Montmorency,2018,Units,625000,1250000
Westmeadows,2017,All,613000,22271250
Westmeadows,2017,Houses,618000,19256250
Westmeadows,2017,Units,427500,855000
Westmeadows,2017,Others,525000,2160000
Westmeadows,2018,All,635000,4100000
Westmeadows,2018,Houses,595000,3411000
Westmeadows,2018,Units,689000,689000
Hallam,2017,All,645000,6423500
Hallam,2017,Houses,645000,6423500
TaylorsHill,2017,All,680000,16804000
TaylorsHill,2017,Houses,680000,16804000
TaylorsHill,2018,All,720000,5316000
TaylorsHill,2018,Houses,720000,5316000
Wollert,2017,All,572500,20500300
Wollert,2017,Houses,592000,18420300
Wollert,2017,Units,390000,390000
Wollert,2017,Others,410500,1690000
Wollert,2018,All,617500,10186600
Wollert,2018,Houses,617500,10186600
KeilorPark,2016,All,587500,8471000
KeilorPark,2016,Houses,650000,5789000
KeilorPark,2016,Units,478000,956000
KeilorPark,2016,Others,600000,1726000
KeilorPark,2017,All,752000,13973000
KeilorPark,2017,Houses,752250,13357000
KeilorPark,2017,Units,616000,616000
KeilorPark,2018,All,592500,1185000
KeilorPark,2018,Houses,592500,1185000
Delahey,2017,All,563000,8413500
Delahey,2017,Houses,563000,8413500
Delahey,2018,All,607500,2450000
Delahey,2018,Houses,607500,2450000
Beaconsfield,2017,All,603500,1207000
Beaconsfield,2017,Houses,670000,670000
Beaconsfield,2017,Units,537000,537000
CroydonHills,2017,All,940750,8538250
CroydonHills,2017,Houses,940750,8538250
CroydonHills,2018,All,990000,4041000
CroydonHills,2018,Houses,990000,4041000
MalvernEast,2016,All,1350000,132563500
MalvernEast,2016,Houses,1670000,109767000
MalvernEast,2016,Units,526500,12781500
MalvernEast,2016,Others,977500,10015000
MalvernEast,2017,All,1628750,178304157
MalvernEast,2017,Houses,1790000,153107657
MalvernEast,2017,Units,735000,15396500
MalvernEast,2017,Others,1240000,9800000
MalvernEast,2018,All,1637500,50076000
MalvernEast,2018,Houses,2100000,45247000
MalvernEast,2018,Units,442500,1687000
MalvernEast,2018,Others,1042000,3142000
MillPark,2017,All,665000,73608638
MillPark,2017,Houses,669500,69362888
MillPark,2017,Units,455000,2224000
MillPark,2017,Others,490000,2021750
MillPark,2018,All,690500,29742000
MillPark,2018,Houses,700500,26847500
MillPark,2018,Units,495000,1935500
MillPark,2018,Others,479500,959000
AspendaleGardens,2017,All,880000,10025500
AspendaleGardens,2017,Houses,880000,10025500
AspendaleGardens,2018,All,1000000,4686750
AspendaleGardens,2018,Houses,1000000,4686750
Fitzroy,2016,All,973750,41477500
Fitzroy,2016,Houses,1440000,30050500
Fitzroy,2016,Units,676000,8317000
Fitzroy,2016,Others,880000,3110000
Fitzroy,2017,All,1235000,81262500
Fitzroy,2017,Houses,1535000,55084000
Fitzroy,2017,Units,700000,19637500
Fitzroy,2017,Others,1105500,6541000
Fitzroy,2018,All,997500,12388000
Fitzroy,2018,Houses,1595000,8145000
Fitzroy,2018,Units,811500,3490000
Fitzroy,2018,Others,753000,753000
MeltonWest,2017,All,425000,10102500
MeltonWest,2017,Houses,425000,10102500
MeltonWest,2018,All,445500,2748000
MeltonWest,2018,Houses,445500,2748000
SunshineNorth,2016,All,620500,36999100
SunshineNorth,2016,Houses,628400,34892100
SunshineNorth,2016,Units,422000,1267000
SunshineNorth,2016,Others,420000,840000
SunshineNorth,2017,All,640000,32756500
SunshineNorth,2017,Houses,672500,29377500
SunshineNorth,2017,Units,420750,2729000
SunshineNorth,2017,Others,650000,650000
SunshineNorth,2018,All,697000,10722500
SunshineNorth,2018,Houses,697000,10722500
Chadstone,2016,All,930000,33111000
Chadstone,2016,Houses,1002000,19584500
Chadstone,2016,Units,685000,2802500
Chadstone,2016,Others,873000,10724000
Chadstone,2017,All,992500,43466500
Chadstone,2017,Houses,1052500,26697000
Chadstone,2017,Units,794750,4758500
Chadstone,2017,Others,988250,12011000
Chadstone,2018,All,910000,5785000
Chadstone,2018,Houses,1120000,3380000
Chadstone,2018,Units,780000,780000
Chadstone,2018,Others,812500,1625000
BlackburnSouth,2017,All,1151000,22601500
BlackburnSouth,2017,Houses,1229000,20399000
BlackburnSouth,2017,Units,670000,1340000
BlackburnSouth,2017,Others,862500,862500
BlackburnSouth,2018,All,1050000,17752000
BlackburnSouth,2018,Houses,1070000,14952000
BlackburnSouth,2018,Units,825000,825000
BlackburnSouth,2018,Others,987500,1975000
Upwey,2017,All,575000,575000
Upwey,2017,Houses,575000,575000
Upwey,2018,All,1075000,1075000
Upwey,2018,Houses,1075000,1075000
KeilorLodge,2017,All,655000,2510000
KeilorLodge,2017,Houses,670000,1990000
KeilorLodge,2017,Units,520000,520000
KeilorLodge,2018,All,653000,653000
KeilorLodge,2018,Houses,653000,653000
PattersonLakes,2017,All,670000,2759000
PattersonLakes,2017,Houses,670000,2759000
PattersonLakes,2018,All,791000,1582000
PattersonLakes,2018,Houses,975000,975000
PattersonLakes,2018,Units,607000,607000
KeilorEast,2016,All,740000,60748200
KeilorEast,2016,Houses,762000,49102200
KeilorEast,2016,Units,531000,3293000
KeilorEast,2016,Others,707500,8353000
KeilorEast,2017,All,870000,95832600
KeilorEast,2017,Houses,900000,85849100
KeilorEast,2017,Units,545000,1090000
KeilorEast,2017,Others,761000,8893500
KeilorEast,2018,All,790000,20707500
KeilorEast,2018,Houses,950000,17596500
KeilorEast,2018,Units,572500,2331000
KeilorEast,2018,Others,780000,780000
Dandenong,2017,All,560000,21526000
Dandenong,2017,Houses,647500,16454500
Dandenong,2017,Units,400000,5071500
Dandenong,2018,All,611000,4016500
Dandenong,2018,Houses,763250,3496500
Dandenong,2018,Units,520000,520000
Melton,2017,All,405000,10144500
Melton,2017,Houses,405000,10144500
Melton,2018,All,413000,2893000
Melton,2018,Houses,413000,2893000
Elsternwick,2016,All,1085500,52480000
Elsternwick,2016,Houses,1450000,41354000
Elsternwick,2016,Units,626000,7634000
Elsternwick,2016,Others,835000,3492000
Elsternwick,2017,All,900000,60725750
Elsternwick,2017,Houses,1975000,40601000
Elsternwick,2017,Units,625250,16104750
Elsternwick,2017,Others,1200000,4020000
Elsternwick,2018,All,1300000,17663000
Elsternwick,2018,Houses,2100000,12968000
Elsternwick,2018,Units,652500,4695000
Albion,2016,All,600000,9311500
Albion,2016,Houses,657250,8009500
Albion,2016,Units,187500,983000
Albion,2016,Others,319000,319000
Albion,2017,All,653000,26893790
Albion,2017,Houses,730000,19494000
Albion,2017,Units,580000,4812000
Albion,2017,Others,360895,2587790
Albion,2018,All,627500,5008000
Albion,2018,Houses,765500,2998000
Albion,2018,Units,455000,910000
Albion,2018,Others,550000,1100000
Kew,2016,All,1546500,232362000
Kew,2016,Houses,2130000,202231500
Kew,2016,Units,661000,22124000
Kew,2016,Others,800000,8006500
Kew,2017,All,1528500,281876600
Kew,2017,Houses,2135000,232561000
Kew,2017,Units,685000,31581000
Kew,2017,Others,948500,17734600
Kew,2018,All,1710000,48121000
Kew,2018,Houses,2462500,40710000
Kew,2018,Units,586500,4761000
Kew,2018,Others,1325000,2650000
BentleighEast,2016,All,1040000,216545676
BentleighEast,2016,Houses,1100000,135192888
BentleighEast,2016,Units,733000,19213500
BentleighEast,2016,Others,1080000,62139288
BentleighEast,2017,All,1218000,287733500
BentleighEast,2017,Houses,1285000,189898500
BentleighEast,2017,Units,749000,19589000
BentleighEast,2017,Others,1200000,78246000
BentleighEast,2018,All,1200000,53510000
BentleighEast,2018,Houses,1200000,32950500
BentleighEast,2018,Units,663000,663000
BentleighEast,2018,Others,1200000,19896500
FitzroyNorth,2016,All,1192500,62927500
FitzroyNorth,2016,Houses,1284500,52546500
FitzroyNorth,2016,Units,602000,3927000
FitzroyNorth,2016,Others,1034500,6454000
FitzroyNorth,2017,All,1345000,106221750
FitzroyNorth,2017,Houses,1496000,89746500
FitzroyNorth,2017,Units,647000,12407250
FitzroyNorth,2017,Others,809000,4068000
FitzroyNorth,2018,All,1325000,22869000
FitzroyNorth,2018,Houses,1396250,18104000
FitzroyNorth,2018,Units,652500,1305000
FitzroyNorth,2018,Others,1150000,3460000
BeaconsfieldUpper,2017,All,719500,1439000
BeaconsfieldUpper,2017,Houses,719500,1439000
HoppersCrossing,2017,All,550000,65346450
HoppersCrossing,2017,Houses,553100,63406950
HoppersCrossing,2017,Units,405000,1939500
HoppersCrossing,2018,All,571000,20037500
HoppersCrossing,2018,Houses,571000,20037500
BotanicRidge,2017,All,750000,750000
BotanicRidge,2017,Houses,750000,750000
AscotVale,2016,All,952500,86285500
AscotVale,2016,Houses,997500,74207000
AscotVale,2016,Units,487500,7993500
AscotVale,2016,Others,840000,4085000
AscotVale,2017,All,1100000,124657500
AscotVale,2017,Houses,1230000,102519000
AscotVale,2017,Units,502500,7653000
AscotVale,2017,Others,850000,14485500
AscotVale,2018,All,966500,22082000
AscotVale,2018,Houses,1315000,14885000
AscotVale,2018,Units,466000,1406000
AscotVale,2018,Others,838000,5791000
Reservoir,2016,All,624250,188022400
Reservoir,2016,Houses,725000,139375900
Reservoir,2016,Units,420000,29694500
Reservoir,2016,Others,535500,18952000
Reservoir,2017,All,731000,259392553
Reservoir,2017,Houses,819000,196432700
Reservoir,2017,Units,495000,34061940
Reservoir,2017,Others,625000,28897913
Reservoir,2018,All,685000,55018001
Reservoir,2018,Houses,837000,35068000
Reservoir,2018,Units,520250,10884001
Reservoir,2018,Others,610000,9066000
Bundoora,2017,All,770000,85563888
Bundoora,2017,Houses,800888,73655388
Bundoora,2017,Units,535500,4052000
Bundoora,2017,Others,606000,7856500
Bundoora,2018,All,715000,19812850
Bundoora,2018,Houses,760000,17803850
Bundoora,2018,Units,488000,976000
Bundoora,2018,Others,516500,1033000
WestMelbourne,2016,All,800000,15887000
WestMelbourne,2016,Houses,2100000,5730000
WestMelbourne,2016,Units,610500,6162000
WestMelbourne,2016,Others,1032500,3995000
WestMelbourne,2017,All,1086500,36678500
WestMelbourne,2017,Houses,1654000,21303000
WestMelbourne,2017,Units,670000,8370500
WestMelbourne,2017,Others,1145500,7005000
WestMelbourne,2018,All,1175000,2350000
WestMelbourne,2018,Houses,1200000,1200000
WestMelbourne,2018,Others,1150000,1150000
Mordialloc,2017,All,870000,46710000
Mordialloc,2017,Houses,1255000,29074000
Mordialloc,2017,Units,582500,8030000
Mordialloc,2017,Others,860000,9606000
Mordialloc,2018,All,962500,7946000
Mordialloc,2018,Houses,1177500,4721000
Mordialloc,2018,Units,570000,570000
Mordialloc,2018,Others,930000,2655000
Camberwell,2016,All,1670000,164216900
Camberwell,2016,Houses,2125000,140661500
Camberwell,2016,Units,641000,14700000
Camberwell,2016,Others,1300000,8855400
Camberwell,2017,All,1865000,286906300
Camberwell,2017,Houses,2200000,245243500
Camberwell,2017,Units,753750,25106800
Camberwell,2017,Others,1300000,16556000
Camberwell,2018,All,1855000,69994000
Camberwell,2018,Houses,2000000,54415000
Camberwell,2018,Units,1002500,6704000
Camberwell,2018,Others,1725000,8875000
WheelersHill,2017,All,1170500,63833083
WheelersHill,2017,Houses,1171000,62673083
WheelersHill,2017,Others,1160000,1160000
WheelersHill,2018,All,1200000,17123000
WheelersHill,2018,Houses,1200000,17123000
NorthWarrandyte,2017,All,902000,5420000
NorthWarrandyte,2017,Houses,902000,5420000
Sydenham,2017,All,610000,9391500
Sydenham,2017,Houses,642000,8016500
Sydenham,2017,Units,480000,480000
Sydenham,2017,Others,447500,895000
Sydenham,2018,All,563000,5586500
Sydenham,2018,Houses,655000,3789000
Sydenham,2018,Units,438750,1797500
Bulla,2017,All,665000,665000
Bulla,2017,Houses,665000,665000
WatsoniaNorth,2017,All,765000,13766000
WatsoniaNorth,2017,Houses,765000,13766000
WatsoniaNorth,2018,All,760000,5477000
WatsoniaNorth,2018,Houses,760000,5477000
Mernda,2017,All,602500,31642000
Mernda,2017,Houses,602500,31642000
Mernda,2018,All,599000,19561558
Mernda,2018,Houses,600000,19079058
Mernda,2018,Others,482500,482500
Moorabbin,2016,All,942250,50145750
Moorabbin,2016,Houses,984000,36747750
Moorabbin,2016,Units,622000,6421000
Moorabbin,2016,Others,855000,6977000
Moorabbin,2017,All,1115500,46535500
Moorabbin,2017,Houses,1191000,32051000
Moorabbin,2017,Units,622500,1245000
Moorabbin,2017,Others,1005000,13239500
Moorabbin,2018,All,982500,13138500
Moorabbin,2018,Houses,1155000,7027000
Moorabbin,2018,Units,607000,3204000
Moorabbin,2018,Others,915000,2907500
RoxburghPark,2017,All,543500,30728700
RoxburghPark,2017,Houses,550000,30355200
RoxburghPark,2017,Others,373500,373500
RoxburghPark,2018,All,588750,9853500
RoxburghPark,2018,Houses,600000,9003500
RoxburghPark,2018,Others,425000,850000
Dallas,2017,All,478944,12967888
Dallas,2017,Houses,477000,12407388
Dallas,2017,Others,560500,560500
Dallas,2018,All,517500,4094000
Dallas,2018,Houses,517500,4094000
Deepdene,2017,All,1715000,6390000
Deepdene,2017,Houses,1480000,2960000
Deepdene,2017,Others,1715000,3430000
Deepdene,2018,All,3080000,7622500
Deepdene,2018,Houses,3380000,6760000
Deepdene,2018,Units,862500,862500
Craigieburn,2017,All,555500,79397300
Craigieburn,2017,Houses,561500,76333300
Craigieburn,2017,Units,393000,786000
Craigieburn,2017,Others,369000,2278000
Craigieburn,2018,All,583000,40065300
Craigieburn,2018,Houses,584000,38790300
Craigieburn,2018,Others,430000,1275000
VermontSouth,2017,All,1250000,33280000
VermontSouth,2017,Houses,1280000,31599000
VermontSouth,2017,Units,750000,750000
VermontSouth,2017,Others,931000,931000
VermontSouth,2018,All,1170000,5717000
VermontSouth,2018,Houses,1170000,5717000
Waterways,2017,All,1248500,4414000
Waterways,2017,Houses,1248500,4414000
Mickleham,2017,All,543000,3706000
Mickleham,2017,Houses,543000,3706000
Mickleham,2018,All,1120000,2240000
Mickleham,2018,Houses,1120000,2240000
Williamstown,2016,All,1200000,73407000
Williamstown,2016,Houses,1317500,64198500
Williamstown,2016,Units,450000,4323500
Williamstown,2016,Others,830000,4885000
Williamstown,2017,All,1290000,126078000
Williamstown,2017,Houses,1426000,116327500
Williamstown,2017,Units,490000,5878000
Williamstown,2017,Others,1010000,3872500
Williamstown,2018,All,1202500,35654000
Williamstown,2018,Houses,1295000,32639000
Williamstown,2018,Units,497500,2015000
Williamstown,2018,Others,1000000,1000000
Wallan,2017,All,426000,1702000
Wallan,2017,Houses,426000,1702000
Wallan,2018,All,565000,4055000
Wallan,2018,Houses,565000,4055000
Aspendale,2017,All,1125000,25790000
Aspendale,2017,Houses,1125000,22697000
Aspendale,2017,Units,437000,437000
Aspendale,2017,Others,805000,2656000
Aspendale,2018,All,960000,4825000
Aspendale,2018,Houses,950000,3730000
Aspendale,2018,Others,1095000,1095000
Hadfield,2016,All,632750,29356574
Hadfield,2016,Houses,648000,25120574
Hadfield,2016,Units,476000,1938000
Hadfield,2016,Others,540000,2298000
Hadfield,2017,All,755000,25745388
Hadfield,2017,Houses,794000,22138388
Hadfield,2017,Units,500000,500000
Hadfield,2017,Others,627000,3107000
Hadfield,2018,All,779750,6546500
Hadfield,2018,Houses,779750,6546500
Balaclava,2016,All,501250,10947000
Balaclava,2016,Houses,1193000,4092000
Balaclava,2016,Units,485750,5840000
Balaclava,2016,Others,1015000,1015000
Balaclava,2017,All,663750,24377000
Balaclava,2017,Houses,1577500,11979000
Balaclava,2017,Units,540000,9058000
Balaclava,2017,Others,1100000,3340000
Balaclava,2018,All,857000,7339500
Balaclava,2018,Houses,1313750,5239500
Balaclava,2018,Units,549500,2100000
Rowville,2017,All,902500,22693800
Rowville,2017,Houses,902500,22693800
Rowville,2018,All,930000,7851000
Rowville,2018,Houses,930000,7851000
Wildwood,2017,All,1030000,1030000
Wildwood,2017,Houses,1030000,1030000
Greenvale,2017,All,732500,38271000
Greenvale,2017,Houses,745500,36376500
Greenvale,2017,Units,472000,472000
Greenvale,2017,Others,470000,1422500
Greenvale,2018,All,690000,18271000
Greenvale,2018,Houses,700000,17260000
Greenvale,2018,Units,495000,495000
Greenvale,2018,Others,516000,516000
AvondaleHeights,2016,All,756000,49065000
AvondaleHeights,2016,Houses,782500,43868000
AvondaleHeights,2016,Units,555000,2186000
AvondaleHeights,2016,Others,790500,3011000
AvondaleHeights,2017,All,850000,66368000
AvondaleHeights,2017,Houses,860000,60614000
AvondaleHeights,2017,Units,622000,4199000
AvondaleHeights,2017,Others,777500,1555000
AvondaleHeights,2018,All,792750,10287000
AvondaleHeights,2018,Houses,810000,9587000
AvondaleHeights,2018,Others,700000,700000
Frankston,2017,All,632000,44046638
Frankston,2017,Houses,650000,39431388
Frankston,2017,Units,400000,4615250
Frankston,2018,All,654000,16616777
Frankston,2018,Houses,679250,14952777
Frankston,2018,Units,490000,490000
Frankston,2018,Others,587000,1174000
CarrumDowns,2017,All,552500,10409000
CarrumDowns,2017,Houses,556250,9989000
CarrumDowns,2017,Units,420000,420000
CarrumDowns,2018,All,556250,2253500
CarrumDowns,2018,Houses,556250,2253500
EastMelbourne,2016,All,1015000,23467000
EastMelbourne,2016,Houses,1560000,12530000
EastMelbourne,2016,Units,757500,10937000
EastMelbourne,2017,All,897500,25312500
EastMelbourne,2017,Houses,3562500,13550000
EastMelbourne,2017,Units,810000,10412500
EastMelbourne,2017,Others,1350000,1350000
EastMelbourne,2018,All,700000,700000
EastMelbourne,2018,Units,700000,700000
PascoeVale,2016,All,673750,78131500
PascoeVale,2016,Houses,777500,56556000
PascoeVale,2016,Units,495000,7250000
PascoeVale,2016,Others,560000,14325500
PascoeVale,2017,All,770000,132006450
PascoeVale,2017,Houses,876000,86270000
PascoeVale,2017,Units,541000,17545500
PascoeVale,2017,Others,680500,28190950
PascoeVale,2018,All,805000,24166000
PascoeVale,2018,Houses,861500,14708000
PascoeVale,2018,Units,622500,1245000
PascoeVale,2018,Others,720000,8213000
CranbourneWest,2017,All,640000,1280000
CranbourneWest,2017,Houses,640000,1280000
CranbourneWest,2018,All,523625,1047250
CranbourneWest,2018,Houses,523625,1047250
HamptonPark,2017,All,622000,2888000
HamptonPark,2017,Houses,622000,2888000
Yarraville,2016,All,865000,81491644
Yarraville,2016,Houses,904250,72214000
Yarraville,2016,Units,490922,4980144
Yarraville,2016,Others,677500,4297500
Yarraville,2017,All,983750,137763600
Yarraville,2017,Houses,1035000,118847500
Yarraville,2017,Units,498800,6025100
Yarraville,2017,Others,796000,12891000
Yarraville,2018,All,954500,28555999
Yarraville,2018,Houses,1020000,25951000
Yarraville,2018,Units,482499,1899999
Yarraville,2018,Others,705000,705000
Lynbrook,2017,All,613750,1227500
Lynbrook,2017,Houses,613750,1227500
MacLeod,2017,All,775000,39168000
MacLeod,2017,Houses,836000,29328500
MacLeod,2017,Units,650000,6838000
MacLeod,2017,Others,687500,3001500
MacLeod,2018,All,800000,14021500
MacLeod,2018,Houses,835000,7618000
MacLeod,2018,Units,683500,4013500
MacLeod,2018,Others,800000,2390000
ClydeNorth,2017,All,662000,1324000
ClydeNorth,2017,Houses,662000,1324000
ClydeNorth,2018,All,575000,575000
ClydeNorth,2018,Houses,575000,575000
NottingHill,2017,All,1075000,9186500
NottingHill,2017,Houses,1155000,6851000
NottingHill,2017,Units,840000,840000
NottingHill,2017,Others,747750,1495500
CaulfieldSouth,2016,All,1197500,39443000
CaulfieldSouth,2016,Houses,1322000,29943000
CaulfieldSouth,2016,Units,599000,5285000
CaulfieldSouth,2016,Others,1410000,4215000
CaulfieldSouth,2017,All,1218500,49718000
CaulfieldSouth,2017,Houses,1500000,39396000
CaulfieldSouth,2017,Units,620000,6721000
CaulfieldSouth,2017,Others,1237000,3601000
CaulfieldSouth,2018,All,1510000,15277000
CaulfieldSouth,2018,Houses,1490000,13602000
CaulfieldSouth,2018,Others,1675000,1675000
Carnegie,2016,All,820000,87610350
