suburb, year, type, median, total
Diamond Creek, 2017, Units, 564500, 1129000
Diamond Creek, 2017, Others, 648000, 648000
Diamond Creek, 2018, All, 735000, 6258500
Diamond Creek, 2018, Houses, 735000, 6258500
St Albans, 2017, All, 610000, 45619100
St Albans, 2017, Houses, 628500, 38588600
St Albans, 2017, Units, 496000, 4004000
St Albans, 2017, Others, 457500, 3026500
St Albans, 2018, All, 635000, 14080500
St Albans, 2018, Houses, 670000, 10139000
St Albans, 2018, Units, 440000, 2316500
St Albans, 2018, Others, 520000, 1625000
Hurstbridge, 2017, All, 695000, 1390000
Hurstbridge, 2017, Houses, 695000, 1390000
Eltham North, 2017, All, 900000, 15286517
Eltham North, 2017, Houses, 900000, 15286517
Eltham North, 2018, All, 862500, 1725000
Eltham North, 2018, Houses, 862500, 1725000
Eynesbury, 2017, All, 700000, 700000
Eynesbury, 2017, Houses, 700000, 700000
Gladstone Park, 2017, All, 652000, 26314500
Gladstone Park, 2017, Houses, 652000, 26314500
Gladstone Park, 2018, All, 649500, 6583500
Gladstone Park, 2018, Houses, 649500, 6583500
Mooroolbark, 2017, All, 740000, 22002000
Mooroolbark, 2017, Houses, 760000, 20672000
Mooroolbark, 2017, Others, 665000, 1330000
Mooroolbark, 2018, All, 751000, 7714000
Mooroolbark, 2018, Houses, 751000, 7714000
Alphington, 2016, All, 1304000, 31602000
Alphington, 2016, Houses, 1628750, 25862500
Alphington, 2016, Units, 502750, 2980500
Alphington, 2016, Others, 805000, 2759000
Alphington, 2017, All, 1540000, 41869000
Alphington, 2017, Houses, 1625000, 37696000
Alphington, 2017, Units, 416000, 1968000
Alphington, 2017, Others, 1102500, 2205000
Alphington, 2018, All, 1647500, 13176000
Alphington, 2018, Houses, 1647500, 13176000
Forest Hill, 2017, All, 1065000, 44315500
Forest Hill, 2017, Houses, 1078000, 41209000
Forest Hill, 2017, Units, 762000, 2256000
Forest Hill, 2017, Others, 850500, 850500
Forest Hill, 2018, All, 880000, 6230000
Forest Hill, 2018, Houses, 882500, 5555000
Forest Hill, 2018, Units, 675000, 675000
Laverton, 2017, All, 590000, 1803500
Laverton, 2017, Houses, 590000, 1803500
Laverton, 2018, All, 450000, 1430000
Laverton, 2018, Houses, 495000, 990000
Laverton, 2018, Units, 440000, 440000
Lower Plenty, 2017, All, 810000, 11511000
Lower Plenty, 2017, Houses, 985000, 8043500
Lower Plenty, 2017, Units, 520000, 2110000
Lower Plenty, 2017, Others, 678750, 1357500
Lower Plenty, 2018, All, 753750, 6675500
Lower Plenty, 2018, Houses, 1150000, 3177500
Lower Plenty, 2018, Units, 618000, 1808000
Lower Plenty, 2018, Others, 845000, 1690000
St Helena, 2017, All, 897000, 6597000
St Helena, 2017, Houses, 897000, 6597000
St Helena, 2018, All, 933000, 2811000
St Helena, 2018, Houses, 933000, 2811000
Chelsea, 2017, All, 850000, 25167000
Chelsea, 2017, Houses, 923250, 16659000
Chelsea, 2017, Units, 599000, 4792000
Chelsea, 2017, Others, 903000, 3716000
Chelsea, 2018, All, 620000, 3110000
Chelsea, 2018, Houses, 1870000, 1870000
Chelsea, 2018, Units, 620000, 1240000
Yarra Glen, 2017, All, 620000, 620000
Yarra Glen, 2017, Houses, 620000, 620000
Mount Evelyn, 2017, All, 620000, 1790000
Mount Evelyn, 2017, Houses, 620000, 1790000
Mount Evelyn, 2018, All, 573000, 573000
Mount Evelyn, 2018, Houses, 573000, 573000
Whittlesea, 2017, All, 472500, 1956000
Whittlesea, 2017, Houses, 472500, 1956000
Brunswick West, 2016, All, 793000, 59292000
Brunswick West, 2016, Houses, 1000000, 41367500
Brunswick West, 2016, Units, 395000, 11566500
Brunswick West, 2016, Others, 680000, 6358000
Brunswick West, 2017, All, 733500, 86068600
Brunswick West, 2017, Houses, 1170000, 58661500
Brunswick West, 2017, Units, 420000, 15686600
Brunswick West, 2017, Others, 670000, 11720500
Brunswick West, 2018, All, 830000, 23076700
Brunswick West, 2018, Houses, 1250000, 14295700
Brunswick West, 2018, Units, 479000, 3528000
Brunswick West, 2018, Others, 728000, 5253000
Berwick, 2017, All, 747500, 24508000
Berwick, 2017, Houses, 747500, 24508000
Berwick, 2018, All, 780000, 7040000
Berwick, 2018, Houses, 870000, 6375000
Berwick, 2018, Units, 665000, 665000
Gisborne South, 2017, All, 1140000, 2280000
Gisborne South, 2017, Houses, 1140000, 2280000
Kealba, 2016, All, 500000, 9250500
Kealba, 2016, Houses, 507500, 8785000
Kealba, 2016, Others, 465500, 465500
Kealba, 2017, All, 600000, 8079500
Kealba, 2017, Houses, 612500, 7579500
Kealba, 2017, Units, 500000, 500000
Kealba, 2018, All, 639250, 2398500
Kealba, 2018, Houses, 668500, 2078500
Kealba, 2018, Units, 320000, 320000
Truganina, 2017, All, 504000, 7175350
Truganina, 2017, Houses, 550000, 5497000
Truganina, 2017, Units, 450000, 1293350
Truganina, 2017, Others, 385000, 385000
Truganina, 2018, All, 590500, 3317000
Truganina, 2018, Houses, 607000, 2962000
Truganina, 2018, Others, 355000, 355000
Northcote, 2016, All, 1101000, 153887000
Northcote, 2016, Houses, 1300000, 133456000
Northcote, 2016, Units, 460000, 11958000
Northcote, 2016, Others, 847500, 8473000
Northcote, 2017, All, 1225000, 215870250
Northcote, 2017, Houses, 1307500, 188004000
Northcote, 2017, Units, 546250, 19610750
Northcote, 2017, Others, 808750, 8255500
Northcote, 2018, All, 1315000, 57959500
Northcote, 2018, Houses, 1575000, 51448000
Northcote, 2018, Units, 631500, 4836500
Northcote, 2018, Others, 837500, 1675000
Skye, 2017, All, 537849, 2210698
Skye, 2017, Houses, 537849, 2210698
Jacana, 2016, All, 460500, 6265500
Jacana, 2016, Houses, 461000, 5985500
Jacana, 2016, Units, 280000, 280000
Jacana, 2017, All, 575500, 14139500
Jacana, 2017, Houses, 597750, 12834500
Jacana, 2017, Others, 435000, 1305000
Jacana, 2018, All, 575000, 4785000
Jacana, 2018, Houses, 600000, 3925000
Jacana, 2018, Units, 430000, 860000
Viewbank, 2016, All, 895000, 26787500
Viewbank, 2016, Houses, 915000, 24235500
Viewbank, 2016, Units, 546000, 2552000
Viewbank, 2017, All, 1011000, 38642250
Viewbank, 2017, Houses, 1035500, 38026250
Viewbank, 2017, Units, 616000, 616000
Viewbank, 2018, All, 1095000, 8320500
Viewbank, 2018, Houses, 1140000, 7580500
Viewbank, 2018, Units, 740000, 740000
Healesville, 2017, All, 688000, 1376000
Healesville, 2017, Houses, 688000, 1376000
Heatherton, 2017, All, 830000, 1660000
Heatherton, 2017, Houses, 830000, 1660000
Heatherton, 2018, All, 790000, 2188000
Heatherton, 2018, Houses, 833000, 1666000
Heatherton, 2018, Units, 522000, 522000
Braybrook, 2016, All, 645000, 19956500
Braybrook, 2016, Houses, 656000, 17552500
Braybrook, 2016, Units, 495000, 495000
Braybrook, 2016, Others, 475000, 1909000
Braybrook, 2017, All, 760000, 30721200
Braybrook, 2017, Houses, 780000, 24183000
Braybrook, 2017, Units, 480000, 1441500
Braybrook, 2017, Others, 536000, 5096700
Braybrook, 2018, All, 801500, 5406500
Braybrook, 2018, Houses, 850000, 4191500
Braybrook, 2018, Others, 607500, 1215000
Oakleigh, 2016, All, 872500, 27058500
Oakleigh, 2016, Houses, 1035000, 20774000
Oakleigh, 2016, Units, 637000, 4594500
Oakleigh, 2016, Others, 845000, 1690000
Oakleigh, 2017, All, 1160000, 49461500
Oakleigh, 2017, Houses, 1205000, 46164000
Oakleigh, 2017, Units, 743000, 2247500
Oakleigh, 2017, Others, 1050000, 1050000
Oakleigh, 2018, All, 1320000, 8698000
Oakleigh, 2018, Houses, 1455000, 6806000
Oakleigh, 2018, Units, 867000, 867000
Oakleigh, 2018, Others, 1025000, 1025000
Tarneit, 2017, All, 526000, 15204250
Tarneit, 2017, Houses, 528000, 14452750
Tarneit, 2017, Units, 375750, 751500
Tarneit, 2018, All, 521750, 4222500
Tarneit, 2018, Houses, 568750, 3397500
Tarneit, 2018, Units, 412500, 825000
Taylors Lakes, 2017, All, 725000, 32687500
Taylors Lakes, 2017, Houses, 730000, 31252500
Taylors Lakes, 2017, Units, 500000, 500000
Taylors Lakes, 2017, Others, 467500, 935000
Taylors Lakes, 2018, All, 791000, 10748000
Taylors Lakes, 2018, Houses, 791000, 10748000
Wyndham Vale, 2017, All, 503100, 21569300
Wyndham Vale, 2017, Houses, 505700, 21198300
Wyndham Vale, 2017, Units, 371000, 371000
Wyndham Vale, 2018, All, 510000, 5563500
Wyndham Vale, 2018, Houses, 510000, 5563500
Footscray, 2016, All, 738000, 60008000
Footscray, 2016, Houses, 840000, 41813000
Footscray, 2016, Units, 375000, 10500000
Footscray, 2016, Others, 699000, 7695000
Footscray, 2017, All, 800000, 83667000
Footscray, 2017, Houses, 910000, 51457000
Footscray, 2017, Units, 373000, 16679500
Footscray, 2017, Others, 800000, 15530500
Footscray, 2018, All, 760000, 15048500
Footscray, 2018, Houses, 931000, 8768000
Footscray, 2018, Units, 429000, 3420500
Footscray, 2018, Others, 710000, 2860000
Kensington, 2016, All, 785000, 64967090
Kensington, 2016, Houses, 1001000, 43781000
Kensington, 2016, Units, 420000, 11225590
Kensington, 2016, Others, 750000, 9960500
Kensington, 2017, All, 847500, 77629888
Kensington, 2017, Houses, 1130000, 44944000
Kensington, 2017, Units, 490000, 15436388
Kensington, 2017, Others, 841000, 17249500
Kensington, 2018, All, 976000, 10504500
Kensington, 2018, Houses, 1256250, 7516500
Kensington, 2018, Units, 511000, 2012000
Kensington, 2018, Others, 976000, 976000
Attwood, 2017, All, 835000, 8565000
Attwood, 2017, Houses, 835000, 8565000
Attwood, 2018, All, 578000, 1933000
Attwood, 2018, Houses, 578000, 1933000
Plenty, 2017, All, 1141000, 2282000
Plenty, 2017, Houses, 1141000, 2282000
Airport West, 2016, All, 715000, 38374500
Airport West, 2016, Houses, 769000, 23915000
Airport West, 2016, Units, 515000, 7207500
Airport West, 2016, Others, 546000, 7252000
Airport West, 2017, All, 780000, 62595501
Airport West, 2017, Houses, 847500, 43723001
Airport West, 2017, Units, 635000, 10722500
Airport West, 2017, Others, 730000, 8150000
Airport West, 2018, All, 805000, 12486000
Airport West, 2018, Houses, 855000, 8400000
Airport West, 2018, Units, 530000, 1730000
Airport West, 2018, Others, 891000, 2356000
Bayswater North, 2017, All, 760000, 11377200
Bayswater North, 2017, Houses, 762000, 10177200
Bayswater North, 2017, Units, 600000, 1200000
Bayswater North, 2018, All, 707200, 1953200
Bayswater North, 2018, Houses, 720000, 720000
Bayswater North, 2018, Units, 616600, 1233200
Clayton South, 2017, All, 845000, 23673000
Clayton South, 2017, Houses, 877500, 17666000
Clayton South, 2017, Units, 603500, 3464000
Clayton South, 2017, Others, 795000, 2543000
Clayton South, 2018, All, 820000, 4375500
Clayton South, 2018, Houses, 920000, 3710000
Clayton South, 2018, Units, 665500, 665500
Prahran, 2016, All, 1090000, 78723300
Prahran, 2016, Houses, 1304000, 55304500
Prahran, 2016, Units, 590000, 18168800
Prahran, 2016, Others, 1347500, 5250000
Prahran, 2017, All, 1100000, 141899700
Prahran, 2017, Houses, 1515000, 101546500
Prahran, 2017, Units, 570000, 32892700
Prahran, 2017, Others, 1463000, 7460500
Prahran, 2018, All, 1060000, 26556000
Prahran, 2018, Houses, 1500000, 19928000
Prahran, 2018, Units, 680000, 6628000
West Footscray, 2016, All, 812500, 42182500
West Footscray, 2016, Houses, 850000, 36002000
West Footscray, 2016, Units, 463000, 4420500
West Footscray, 2016, Others, 620000, 1760000
West Footscray, 2017, All, 842500, 72179000
West Footscray, 2017, Houses, 880000, 60102500
West Footscray, 2017, Units, 360000, 7193500
West Footscray, 2017, Others, 700000, 4883000
West Footscray, 2018, All, 866000, 16928000
West Footscray, 2018, Houses, 942500, 15478000
West Footscray, 2018, Units, 260000, 827000
West Footscray, 2018, Others, 623000, 623000
Rockbank, 2017, All, 480000, 960000
Rockbank, 2017, Houses, 480000, 960000
Rockbank, 2018, All, 767500, 1535000
Rockbank, 2018, Houses, 767500, 1535000
Carrum, 2017, All, 712500, 12651000
Carrum, 2017, Houses, 850000, 7573500
Carrum, 2017, Units, 622500, 3697500
Carrum, 2017, Others, 690000, 1380000
Carrum, 2018, All, 788000, 5100000
Carrum, 2018, Houses, 788000, 2376000
Carrum, 2018, Units, 676000, 1854000
Carrum, 2018, Others, 870000, 870000
Fawkner Lot, 2018, All, 616000, 616000
Fawkner Lot, 2018, Houses, 616000, 616000
Eaglemont, 2016, All, 1668500, 27631000
Eaglemont, 2016, Houses, 1901000, 23856000
Eaglemont, 2016, Units, 600000, 3775000
Eaglemont, 2017, All, 1756000, 33998000
Eaglemont, 2017, Houses, 1896000, 31478000
Eaglemont, 2017, Units, 750000, 2520000
Eaglemont, 2018, All, 1250000, 3904000
Eaglemont, 2018, Houses, 1600000, 3200000
Eaglemont, 2018, Units, 704000, 704000
Surrey Hills, 2016, All, 1650000, 118356500
Surrey Hills, 2016, Houses, 1864000, 97717500
Surrey Hills, 2016, Units, 715000, 12659000
Surrey Hills, 2016, Others, 1280000, 7980000
Surrey Hills, 2017, All, 1520000, 176142500
Surrey Hills, 2017, Houses, 1910000, 147930000
Surrey Hills, 2017, Units, 800000, 20643500
Surrey Hills, 2017, Others, 1080000, 7569000
Surrey Hills, 2018, All, 1425000, 24144500
Surrey Hills, 2018, Houses, 1937500, 15686000
Surrey Hills, 2018, Units, 906500, 3578500
Surrey Hills, 2018, Others, 1125000, 4880000
Kilsyth, 2017, All, 733750, 10444000
Kilsyth, 2017, Houses, 733750, 10444000
Kilsyth, 2018, All, 650000, 3525000
Kilsyth, 2018, Houses, 830000, 2335000
Kilsyth, 2018, Units, 595000, 1190000
Windsor, 2016, All, 623000, 31733500
Windsor, 2016, Houses, 1370000, 17083000
Windsor, 2016, Units, 567500, 14650500
Windsor, 2017, All, 1045000, 41273000
Windsor, 2017, Houses, 1400000, 30048500
Windsor, 2017, Units, 572500, 9699500
Windsor, 2017, Others, 1525000, 1525000
Windsor, 2018, All, 1350000, 12467500
Windsor, 2018, Houses, 1550000, 9502500
Windsor, 2018, Units, 632500, 1265000
Windsor, 2018, Others, 1700000, 1700000
Lalor, 2017, All, 671000, 48825500
Lalor, 2017, Houses, 685000, 45295000
Lalor, 2017, Units, 383000, 1947000
Lalor, 2017, Others, 463000, 1583500
Lalor, 2018, All, 632500, 8898500
Lalor, 2018, Houses, 650250, 7791500
Lalor, 2018, Units, 500000, 500000
Lalor, 2018, Others, 607000, 607000
Wantirna, 2017, All, 963500, 32180300
Wantirna, 2017, Houses, 975000, 31390300
Wantirna, 2017, Others, 790000, 790000
Wantirna, 2018, All, 939000, 7449888
Wantirna, 2018, Houses, 939000, 7449888
Sunshine, 2016, All, 663750, 50546999
Sunshine, 2016, Houses, 695000, 45552499
Sunshine, 2016, Units, 470000, 3514500
Sunshine, 2016, Others, 500000, 1480000
Sunshine, 2017, All, 760000, 70410300
Sunshine, 2017, Houses, 777500, 63211800
Sunshine, 2017, Units, 586000, 3373500
Sunshine, 2017, Others, 612500, 3825000
Sunshine, 2018, All, 827500, 13766500
Sunshine, 2018, Houses, 853000, 12576500
Sunshine, 2018, Others, 595000, 1190000
Chelsea Heights, 2017, All, 720500, 13346990
Chelsea Heights, 2017, Houses, 725000, 11519490
Chelsea Heights, 2017, Units, 620000, 1240000
Chelsea Heights, 2017, Others, 587500, 587500
Chelsea Heights, 2018, All, 835000, 835000
Chelsea Heights, 2018, Houses, 835000, 835000
Lilydale, 2017, All, 840000, 2445000
Lilydale, 2017, Houses, 840000, 2445000
Lilydale, 2018, All, 660000, 2060000
Lilydale, 2018, Houses, 660000, 2060000
Plumpton, 2017, All, 587000, 2778500
Plumpton, 2017, Houses, 587000, 2778500
Plumpton, 2018, All, 660000, 3131500
Plumpton, 2018, Houses, 660000, 3131500
Toorak, 2016, All, 1170000, 128356801
Toorak, 2016, Houses, 3045000, 77615000
Toorak, 2016, Units, 705000, 35471801
Toorak, 2016, Others, 1925000, 15270000
Toorak, 2017, All, 922500, 137711500
Toorak, 2017, Houses, 3260000, 73624000
Toorak, 2017, Units, 750000, 52912500
Toorak, 2017, Others, 1700000, 11175000
Toorak, 2018, All, 1167500, 18625000
Toorak, 2018, Houses, 4515000, 11615000
Toorak, 2018, Units, 910000, 4675000
Toorak, 2018, Others, 1167500, 2335000
Brunswick East, 2016, All, 899000, 45278500
Brunswick East, 2016, Houses, 1125000, 29478500
Brunswick East, 2016, Units, 470500, 7923000
Brunswick East, 2016, Others, 892000, 7877000
Brunswick East, 2017, All, 908500, 82992000
Brunswick East, 2017, Houses, 1185000, 55645500
Brunswick East, 2017, Units, 461500, 16492500
Brunswick East, 2017, Others, 790000, 10854000
Brunswick East, 2018, All, 965000, 9881000
Brunswick East, 2018, Houses, 986000, 8236000
Brunswick East, 2018, Units, 925000, 925000
Brunswick East, 2018, Others, 720000, 720000
Donvale, 2017, All, 1145000, 45195500
Donvale, 2017, Houses, 1165500, 40163000
Donvale, 2017, Units, 746750, 1493500
Donvale, 2017, Others, 869000, 3539000
Donvale, 2018, All, 1262000, 9606000
Donvale, 2018, Houses, 1660000, 7670000
Donvale, 2018, Others, 968000, 1936000
Cremorne, 2016, All, 1000000, 18374500
Cremorne, 2016, Houses, 1015000, 14761000
Cremorne, 2016, Units, 546000, 2603500
Cremorne, 2016, Others, 1010000, 1010000
Cremorne, 2017, All, 1200000, 13495500
Cremorne, 2017, Houses, 1244500, 11810500
Cremorne, 2017, Units, 570000, 1685000
Cremorne, 2018, All, 1268500, 7002000
Cremorne, 2018, Houses, 1272500, 5200000
Cremorne, 2018, Units, 525000, 525000
Cremorne, 2018, Others, 1277000, 1277000
Huntingdale, 2017, All, 1080000, 10408800
Huntingdale, 2017, Houses, 1093800, 9553800
Huntingdale, 2017, Units, 427500, 855000
Burnside, 2017, All, 620000, 4342600
Burnside, 2017, Houses, 620000, 4342600
Emerald, 2017, All, 782500, 1565000
Emerald, 2017, Houses, 782500, 1565000
Emerald, 2018, All, 462000, 462000
Emerald, 2018, Houses, 462000, 462000
Narre Warren, 2017, All, 635000, 8776500
Narre Warren, 2017, Houses, 650000, 8378500
Narre Warren, 2017, Units, 398000, 398000
Narre Warren, 2018, All, 573500, 1147000
Narre Warren, 2018, Houses, 652000, 652000
Narre Warren, 2018, Others, 495000, 495000
Ardeer, 2017, All, 617500, 8837000
Ardeer, 2017, Houses, 620000, 8232000
Ardeer, 2017, Others, 605000, 605000
Ardeer, 2018, All, 624000, 5586500
Ardeer, 2018, Houses, 624000, 5586500
Armadale, 2016, All, 1101000, 84200000
Armadale, 2016, Houses, 2200000, 60524500
Armadale, 2016, Units, 577000, 19783500
Armadale, 2016, Others, 1205000, 3892000
Armadale, 2017, All, 1440000, 141247500
Armadale, 2017, Houses, 1900000, 105703000
Armadale, 2017, Units, 627000, 24501500
Armadale, 2017, Others, 1320000, 11043000
Armadale, 2018, All, 798000, 14989500
Armadale, 2018, Houses, 1790000, 8930000
Armadale, 2018, Units, 595750, 4944500
Armadale, 2018, Others, 1115000, 1115000
Brighton, 2016, All, 1627500, 236474188
Brighton, 2016, Houses, 2100000, 180850888
Brighton, 2016, Units, 834000, 34211300
Brighton, 2016, Others, 1475000, 21412000
Brighton, 2017, All, 1850000, 332759750
Brighton, 2017, Houses, 2410000, 223271000
Brighton, 2017, Units, 930000, 45432750
Brighton, 2017, Others, 1763500, 64056000
Brighton, 2018, All, 1900000, 59766000
Brighton, 2018, Houses, 2300000, 44911000
Brighton, 2018, Units, 970000, 5705000
Brighton, 2018, Others, 1900000, 9150000
Burwood East, 2017, All, 1053000, 33628800
Burwood East, 2017, Houses, 1088000, 30566800
Burwood East, 2017, Units, 746000, 2282000
Burwood East, 2017, Others, 780000, 780000
Burwood East, 2018, All, 1177000, 10109000
Burwood East, 2018, Houses, 1177000, 9284000
Burwood East, 2018, Units, 825000, 825000
Altona Meadows, 2017, All, 610000, 11305000
Altona Meadows, 2017, Houses, 650000, 9506000
Altona Meadows, 2017, Units, 415000, 1257500
Altona Meadows, 2017, Others, 541500, 541500
Altona Meadows, 2018, All, 739500, 5687500
Altona Meadows, 2018, Houses, 739500, 5687500
croydon, 2017, All, 730000, 730000
croydon, 2017, Houses, 730000, 730000
Kingsbury, 2016, All, 610000, 5867000
Kingsbury, 2016, Houses, 622500, 5387000
Kingsbury, 2016, Units, 480000, 480000
Kingsbury, 2017, All, 735500, 12926001
Kingsbury, 2017, Houses, 809000, 9506001
Kingsbury, 2017, Units, 434000, 2908000
Kingsbury, 2017, Others, 512000, 512000
Kingsbury, 2018, All, 702500, 6147500
Kingsbury, 2018, Houses, 725000, 3755000
Kingsbury, 2018, Units, 584500, 2392500
Warrandyte, 2017, All, 1106000, 12048000
Warrandyte, 2017, Houses, 1106000, 12048000
Warrandyte, 2018, All, 2240500, 4481000
Warrandyte, 2018, Houses, 2240500, 4481000
Seaford, 2017, All, 770000, 22952500
Seaford, 2017, Houses, 782500, 20687500
Seaford, 2017, Units, 556000, 1112000
Seaford, 2017, Others, 576500, 1153000
Seaford, 2018, All, 635000, 6145000
Seaford, 2018, Houses, 697500, 5725000
Seaford, 2018, Units, 420000, 420000
Cheltenham, 2017, All, 1050000, 112905000
Cheltenham, 2017, Houses, 1147500, 85387000
Cheltenham, 2017, Units, 685000, 12893000
Cheltenham, 2017, Others, 898000, 14625000
Cheltenham, 2018, All, 952500, 35932000
Cheltenham, 2018, Houses, 1185000, 21901500
Cheltenham, 2018, Units, 523000, 2066500
Cheltenham, 2018, Others, 880000, 11964000
Port Melbourne, 2016, All, 1100000, 131707500
Port Melbourne, 2016, Houses, 1350500, 84057000
Port Melbourne, 2016, Units, 727500, 44356500
Port Melbourne, 2016, Others, 950000, 3294000
Port Melbourne, 2017, All, 1260000, 170604500
Port Melbourne, 2017, Houses, 1592500, 117004500
Port Melbourne, 2017, Units, 725000, 45956000
Port Melbourne, 2017, Others, 1921500, 7644000
Port Melbourne, 2018, All, 1275000, 38977888
Port Melbourne, 2018, Houses, 1735000, 18851000
Port Melbourne, 2018, Units, 841000, 17501888
Port Melbourne, 2018, Others, 1312500, 2625000
Mentone, 2017, All, 883000, 67804750
Mentone, 2017, Houses, 1157500, 37550000
Mentone, 2017, Units, 600000, 11360750
Mentone, 2017, Others, 860000, 18894000
Mentone, 2018, All, 952000, 23131000
Mentone, 2018, Houses, 1137500, 13657000
Mentone, 2018, Units, 647500, 2723000
Mentone, 2018, Others, 990500, 6751000
Parkdale, 2017, All, 1057500, 69186750
Parkdale, 2017, Houses, 1270000, 48396500
Parkdale, 2017, Units, 681000, 7513000
Parkdale, 2017, Others, 915000, 13277250
Parkdale, 2018, All, 1037500, 15653000
Parkdale, 2018, Houses, 1200000, 10296000
Parkdale, 2018, Units, 606250, 3583500
Parkdale, 2018, Others, 886750, 1773500
Coolaroo, 2017, All, 456000, 3715000
Coolaroo, 2017, Houses, 456000, 3715000
Coolaroo, 2018, All, 522500, 1045000
Coolaroo, 2018, Houses, 522500, 1045000
Templestowe Lower, 2016, All, 1070000, 79958000
Templestowe Lower, 2016, Houses, 1100000, 75697500
Templestowe Lower, 2016, Units, 725000, 2846000
Templestowe Lower, 2016, Others, 707250, 1414500
Templestowe Lower, 2017, All, 1230000, 108605500
Templestowe Lower, 2017, Houses, 1300500, 93198500
Templestowe Lower, 2017, Units, 755000, 2193000
Templestowe Lower, 2017, Others, 955000, 13214000
Templestowe Lower, 2018, All, 1250000, 20528500
Templestowe Lower, 2018, Houses, 1262500, 17580000
Templestowe Lower, 2018, Units, 903500, 2948500
Docklands, 2016, All, 800000, 4375000
Docklands, 2016, Units, 712500, 3005000
Docklands, 2016, Others, 1370000, 1370000
Docklands, 2017, All, 612500, 1225000
Docklands, 2017, Units, 612500, 1225000
Fairfield, 2016, All, 1059500, 33337900
Fairfield, 2016, Houses, 1220000, 26904000
Fairfield, 2016, Units, 545000, 4782900
Fairfield, 2016, Others, 825500, 1651000
Fairfield, 2017, All, 1225000, 37542500
Fairfield, 2017, Houses, 1500000, 28815000
Fairfield, 2017, Units, 620000, 7817500
Fairfield, 2017, Others, 910000, 910000
Fairfield, 2018, All, 1275000, 6650000
Fairfield, 2018, Houses, 1330000, 5445000
Fairfield, 2018, Units, 360000, 1205000
Glen Waverley, 2017, All, 1250000, 151029790
Glen Waverley, 2017, Houses, 1324400, 117534790
Glen Waverley, 2017, Units, 901000, 23294000
Glen Waverley, 2017, Others, 1147500, 10201000
Glen Waverley, 2018, All, 1280000, 35717500
Glen Waverley, 2018, Houses, 1305000, 29347500
Glen Waverley, 2018, Units, 872500, 3935000
Glen Waverley, 2018, Others, 2435000, 2435000
Cranbourne North, 2017, All, 585000, 1170000
Cranbourne North, 2017, Houses, 585000, 1170000
Cranbourne North, 2018, All, 645000, 645000
Cranbourne North, 2018, Houses, 645000, 645000
Brookfield, 2017, All, 497000, 1994000
Brookfield, 2017, Houses, 497000, 1994000
Mount Waverley, 2017, All, 1400000, 195328600
Mount Waverley, 2017, Houses, 1450000, 166342300
Mount Waverley, 2017, Units, 806500, 14058500
Mount Waverley, 2017, Others, 1115000, 14927800
Mount Waverley, 2018, All, 1270000, 36705300
Mount Waverley, 2018, Houses, 1378000, 29841000
Mount Waverley, 2018, Units, 796250, 3402500
Mount Waverley, 2018, Others, 1200800, 3461800
Wandin North, 2018, All, 1150000, 1150000
Wandin North, 2018, Houses, 1150000, 1150000
Essendon West, 2016, All, 925000, 20535500
Essendon West, 2016, Houses, 1112500, 15104500
Essendon West, 2016, Units, 520000, 520000
Essendon West, 2016, Others, 765000, 4911000
Essendon West, 2017, All, 1333750, 16030500
Essendon West, 2017, Houses, 1333750, 16030500
Essendon West, 2018, All, 1082500, 2165000
Essendon West, 2018, Houses, 1365000, 1365000
Essendon West, 2018, Others, 800000, 800000
Officer, 2017, All, 563000, 1712000
Officer, 2017, Houses, 563000, 1712000
Officer, 2018, All, 667000, 667000
Officer, 2018, Houses, 667000, 667000
Springvale South, 2017, All, 765250, 5873500
Springvale South, 2017, Houses, 795250, 4723500
Springvale South, 2017, Units, 575000, 1150000
