suburb,year,type,median,total
Warrandyte,2017,All,1106000,12048000
Warrandyte,2018,All,2240500,4481000
Seaford,2017,All,770000,22952500
Seaford,2018,All,635000,6145000
Cheltenham,2017,All,1050000,112905000
Cheltenham,2018,All,952500,35932000
Port Melbourne,2016,All,1100000,131707500
Port Melbourne,2017,All,1260000,170604500
Port Melbourne,2018,All,1275000,38977888
Mentone,2017,All,883000,67804750
Mentone,2018,All,952000,23131000
Parkdale,2017,All,1057500,69186750
Parkdale,2018,All,1037500,15653000
Coolaroo,2017,All,456000,3715000
Coolaroo,2018,All,522500,1045000
Templestowe Lower,2016,All,1070000,79958000
Templestowe Lower,2017,All,1230000,108605500
Templestowe Lower,2018,All,1250000,20528500
Docklands,2016,All,800000,4375000
Docklands,2017,All,612500,1225000
Fairfield,2016,All,1059500,33337900
Fairfield,2017,All,1225000,37542500
Fairfield,2018,All,1275000,6650000
Glen Waverley,2017,All,1250000,151029790
Glen Waverley,2018,All,1280000,35717500
Cranbourne North,2017,All,585000,1170000
Cranbourne North,2018,All,645000,645000
Brookfield,2017,All,497000,1994000
Mount Waverley,2017,All,1400000,195328600
Mount Waverley,2018,All,1270000,36705300
Wandin North,2018,All,1150000,1150000
Essendon West,2016,All,925000,20535500
Essendon West,2017,All,1333750,16030500
Essendon West,2018,All,1082500,2165000
Officer,2017,All,563000,1712000
Officer,2018,All,667000,667000
Springvale South,2017,All,765250,5873500
